question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level,age_group,skill_tested,time_limit_sec,marks
Q711,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,10-11,Recall,39,1
Q712,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,8-9,Reasoning,56,2
Q713,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,10-11,Recall,57,1
Q714,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,11-12,Geometry,59,3
Q715,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,49,2
Q716,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,44,1
Q717,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,8-9,Categorization,37,2
Q718,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,11-12,Vocabulary,50,3
Q719,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,46,1
Q720,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,43,3
Q721,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,23,3
Q722,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,22,3
Q723,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,11-12,Subtraction,43,3
Q724,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,10-11,Word Problems,48,2
Q725,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,8-9,Comparison,42,3
Q726,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,9-10,Reasoning,35,2
Q727,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,9-10,Grammar,52,1
Q728,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,11-12,Recall,37,3
Q729,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,10-11,Reasoning,41,1
Q730,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,11-12,Reasoning,59,3
Q731,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,9-10,Vocabulary,36,1
Q732,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,10-11,Vocabulary,50,1
Q733,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,10-11,Short-term Memory,59,1
Q734,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,46,3
Q735,What is 25 × 4?,50,75,100,125,C,Math,Easy,10-11,Multiplication,32,1
Q736,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,22,3
Q737,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,51,1
Q738,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,9-10,Reasoning,32,3
Q739,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,11-12,Geometry,20,1
Q740,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,40,1
Q741,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,8-9,Recall,55,2
Q742,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,10-11,Reasoning,38,2
Q743,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,10-11,Pattern Recognition,24,1
Q744,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,11-12,Short-term Memory,59,2
Q745,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,10-11,Vocabulary,56,2
Q746,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,11-12,Recall,21,2
Q747,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,29,2
Q748,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,9-10,Comparison,33,1
Q749,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,38,3
Q750,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,44,1
Q751,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,11-12,Reasoning,57,1
Q752,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,11-12,Sequencing,27,1
Q753,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,35,1
Q754,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,27,1
Q755,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,8-9,Phonics,51,2
Q756,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,10-11,Spelling,34,2
Q757,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,10-11,Comparison,20,1
Q758,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,9-10,Grammar,39,3
Q759,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,11-12,Geometry,45,3
Q760,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,8-9,Short-term Memory,40,3
Q761,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,29,2
Q762,What is 25 × 4?,50,75,100,125,C,Math,Hard,10-11,Multiplication,52,3
Q763,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,9-10,Pattern Recognition,59,3
Q764,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,8-9,Comparison,59,1
Q765,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,11-12,Spelling,57,3
Q766,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,10-11,Division,27,3
Q767,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,41,2
Q768,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,10-11,Division,33,2
Q769,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,8-9,Short-term Memory,20,2
Q770,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,49,2
Q771,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,45,3
Q772,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,60,1
Q773,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,21,2
Q774,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,11-12,Categorization,25,1
Q775,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,54,1
Q776,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,36,2
Q777,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,8-9,Comparison,26,2
Q778,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,11-12,Geometry,29,1
Q779,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,54,3
Q780,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,8-9,Pattern Recognition,51,3
Q781,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,8-9,Recall,25,3
Q782,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,11-12,Short-term Memory,26,2
Q783,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,8-9,Word Problems,42,2
Q784,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,9-10,Geometry,20,1
Q785,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,9-10,Short-term Memory,44,3
Q786,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,59,1
Q787,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,10-11,Geometry,26,3
Q788,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,10-11,Spelling,44,2
Q789,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,11-12,Categorization,54,1
Q790,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,11-12,Division,55,1
Q791,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,29,3
Q792,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,9-10,Categorization,30,3
Q793,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,21,1
Q794,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,10-11,Categorization,44,1
Q795,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,9-10,Spelling,46,3
Q796,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,9-10,Grammar,29,1
Q797,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,24,1
Q798,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,8-9,Recognition,59,2
Q799,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,8-9,Sequencing,23,1
Q800,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,32,1
Q801,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,9-10,Vocabulary,59,1
Q802,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,9-10,Geometry,33,2
Q803,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,10-11,Word Problems,39,1
Q804,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,46,1
Q805,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,47,3
Q806,What is 25 × 4?,50,75,100,125,C,Math,Hard,9-10,Multiplication,32,3
Q807,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,10-11,Sequencing,27,2
Q808,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,8-9,Categorization,55,1
Q809,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,8-9,Recall,59,1
Q810,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,11-12,Short-term Memory,45,2
Q811,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,33,2
Q812,What is 25 × 4?,50,75,100,125,C,Math,Medium,8-9,Multiplication,34,2
Q813,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,29,2
Q814,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,8-9,Phonics,25,2
Q815,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,51,2
Q816,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,11-12,Geometry,58,2
Q817,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,10-11,Vocabulary,44,2
Q818,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,58,3
Q819,What is 25 × 4?,50,75,100,125,C,Math,Medium,8-9,Multiplication,23,2
Q820,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,10-11,Word Problems,45,2
Q821,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,46,2
Q822,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,8-9,Vocabulary,26,1
Q823,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,32,3
Q824,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,8-9,Short-term Memory,41,1
Q825,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,11-12,Sequencing,30,1
Q826,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,48,2
Q827,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,20,2
Q828,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,8-9,Recognition,44,3
Q829,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,9-10,Grammar,45,3
Q830,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,8-9,Vocabulary,27,3
Q831,What is 25 × 4?,50,75,100,125,C,Math,Hard,11-12,Multiplication,41,3
Q832,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,22,3
Q833,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,11-12,Vocabulary,29,2
Q834,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,8-9,Phonics,57,3
Q835,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,8-9,Vocabulary,58,3
Q836,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,11-12,Vocabulary,20,2
Q837,What is 25 × 4?,50,75,100,125,C,Math,Easy,8-9,Multiplication,51,1
Q838,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,47,2
Q839,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,9-10,Sequencing,35,2
Q840,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,11-12,Subtraction,39,2
Q841,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,43,3
Q842,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,57,2
Q843,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,56,3
Q844,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,9-10,Geometry,58,1
Q845,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,9-10,Sequencing,20,2
Q846,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,11-12,Reasoning,57,1
Q847,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,59,3
Q848,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,9-10,Spelling,35,3
Q849,What is 25 × 4?,50,75,100,125,C,Math,Medium,9-10,Multiplication,51,2
Q850,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,10-11,Phonics,47,1
Q851,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,28,2
Q852,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,11-12,Recognition,27,2
Q853,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,8-9,Reasoning,52,2
Q854,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,50,1
Q855,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,11-12,Sequencing,43,1
Q856,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,45,1
Q857,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,37,2
Q858,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,51,3
Q859,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,50,3
Q860,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,25,3
Q861,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,10-11,Short-term Memory,49,2
Q862,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,40,2
Q863,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,9-10,Recognition,57,2
Q864,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,10-11,Recall,39,2
Q865,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,8-9,Reasoning,53,3
Q866,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,10-11,Sequencing,49,2
Q867,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,8-9,Geometry,44,2
Q868,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,9-10,Pattern Recognition,42,2
Q869,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,11-12,Division,36,1
Q870,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,9-10,Reasoning,55,3
Q871,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,27,3
Q872,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,27,2
Q873,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,49,2
Q874,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,36,3
Q875,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,9-10,Short-term Memory,31,2
Q876,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,39,3
Q877,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,27,3
Q878,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,9-10,Subtraction,53,1
Q879,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,8-9,Spelling,57,1
Q880,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,56,1
Q881,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,36,2
Q882,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,10-11,Categorization,37,1
Q883,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,42,3
Q884,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,10-11,Categorization,32,3
Q885,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,48,3
Q886,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,38,1
Q887,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,34,1
Q888,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,9-10,Vocabulary,23,1
Q889,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,36,3
Q890,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,10-11,Recognition,22,3
Q891,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,20,3
Q892,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,10-11,Comparison,25,1
Q893,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,10-11,Sequencing,25,2
Q894,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,31,3
Q895,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,8-9,Comparison,30,1
Q896,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,8-9,Recall,32,2
Q897,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,10-11,Categorization,21,3
Q898,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,28,3
Q899,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,25,3
Q900,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,44,3
Q901,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,53,2
Q902,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,51,3
Q903,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,45,3
Q904,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,11-12,Vocabulary,55,1
Q905,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,48,3
Q906,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,11-12,Comparison,56,1
